,text,topic
1793,"A Minnesota man in his 60s who attended the Sturgis Motorcycle Rally in South Dakota last month has died from COVID-19, health officials said Wednesday.",vaccine
1794,"The editor of conservative news publication Gript Media, John McGuirk, has warned that some teachers may still be able to teach their pupils that gender is a “spectrum” under the coming curriculum rework.",gender
1795,"Abortion is not justice, in fact, it’s the ultimate act of oppression, and we’re gonna take a stand for the voiceless children scheduled to die at Planned Parenthood today.",marriage equality
1796,"Conservative Republican Senator Ted Cruz favors offering a choice of cheaper healthcare plans that would not have to meet minimum standards established by Obamacare, such as coverage for maternity care and prescription drugs.",universal health care
1797,"In February, Breitbart News’s John Binder reported that Trump’s travel ban halted almost all legal immigration from countries designated as sponsors of terrorism.",immigration
1798,He then criticized the attempt to lump Republicans and white nationalists into the same group.,white nationalism
1799,"Just this week, the Trump administration sustained two high-profile losses in Supreme Court rulings over gay rights and immigration, and Mr. Trump was accused of seeking China's help in his re-election, among other improprieties, in a book by his former adviser, John Bolton.",marriage equality
1800,"Pro-Life Advocates Lay 3,000 Flowers Outside SCOTUS to Remember Preborn.",abortion
1801,"And if history is any guide, shootings often spur interest in gun laws, including red flag bills.",gun control
1802,"Dalelio, an anti-vaccine demostrator, was reportedly protesting a new state law that would stifle fraudulent medical exemptions for vaccinations.",vaccines
1803,"A federal judge on Wednesday temporarily blocked a Trump administration order that allowed state and local governments to refuse the resettling of refugees, finding the policy likely “unlawful.”",immigration
1804,"As travel bans and national quarantines have spread around the world faster than anyone thought possible, so have sometimes disingenuous and outright deceitful stories.",vaccine
1805,"The president left the composition of the task force and its focus murky in a series of tweets Wednesday morning. Trump said he may remove some members of the group and add others, though he did not indicate whom he had in mind. At the White House, Trump said he would add two or three members by next week.",trump presidency
1806,"Authoritarianism experts who worried about Trump’s tendencies during his campaign and his first years in office are now sounding fresh alarms following the clearing of a park adjacent to the White House on Monday using gas, flash-bang grenades, pepper pellets and other aggressive tactics ― all so he could stand in front of a church he does not attend and be photographed holding a Bible.",trump presidency
1807,"Since then, drip by drip, other parts of the federal government have had their online content trimmed to omit mention of lesbian, gay, bisexual, transgender and queer people.",gender
